file,number,text,lrml
lrml/NZ_NZBC-CAS2#1.1.lrml,r1.2.2.0.4,"Other risk groups may be able to be incorporated within the same space provided these are ancillary to, and support, the primary risk groups.","if( and( expression( function( is), atom( relation( activity), variable( space)), data( ancillary)), expression( function( part of), atom( variable( space)), data( firecell)), expression( function( is), atom( relation( risk group), variable( firecell)), data( primary risk group)))), then( obligation( expression( function( is), atom( relation( risk group), variable( space)), data( primary risk group))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r1.2.3.0.1,"1.2.3 Depending on the particular building and the uses or activities within that building, there may be several primary risk groups, with one or more on each floor.","if( expression( function( has), atom( variable( building)), data( primary risk group))), then( permission( expression( function( greater than), expression( function( count), atom( variable( primary risk group))), data( 1))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r1.4.1.0.1,"1.4 Calculating occupant loads 1.4.1 The occupant load shall be determined from the risk group and number of people in each space of the building. The occupant load may need to be evaluated not only for each risk group but also for: a) A space or open floor area involving one or more activities, and b) A floor containing more than one risk group, and c) A single firecell, and d) Each floor within a firecell.","if( or( expression( rulestatement( expression( function( in), expression( function( for each), atom( variable( building storey))), data( firecell))), appliedstatement( and( expression( function( define), expression( function( count), atom( relation( occupant), variable( space))), data( p1)), expression( function( define), atom( relation( risk group), variable( space)), data( rg1)), expression( function( include), atom( variable( space)), data( open floor area)), expression( function( greater than), expression( function( count), atom( relation( activities), variable( space))), data( 1))))), expression( rulestatement( expression( function( in), expression( function( for each), atom( variable( space))), data( firecell))), appliedstatement( and( expression( function( define), expression( function( count), atom( relation( occupant), variable( space))), data( p2)), expression( function( define), atom( relation( risk group), variable( space)), data( rg2)), expression( function( include), atom( variable( space)), data( open floor area)), expression( function( greater than), expression( function( count), atom( relation( activities), variable( space))), data( 1))))))), then( and( obligation( expression( function( include), atom( relation( calculation), variable( occupant load)), data( p1))), obligation( expression( function( include), atom( relation( calculation), variable( occupant load)), data( p2))), obligation( expression( function( include), atom( relation( calculation), variable( occupant load)), data( rg1))), obligation( expression( function( include), atom( relation( calculation), variable( occupant load)), data( rg2)))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r1.4.2.0.1,1.4.2 Occupant loads shall be calculated from the occupant densities given in Table 1.2 based on the floor area of the part of the building housing the activity. Table 1.2 Occupant densities; Activity; Occupancy density (m2/ person).,"if( and( expression( function( define), atom( relation( floor area), variable( space)), data( a)), expression( function( define), atom( variable( occupant load density)), data( d)), obligation( expression( function( from), atom( variable( d)), data( table))), obligation( expression( function( equal), atom( relation( key), variable( table)), data( t1.2))))), then( obligation( expression( function( equal), atom( relation( occupant load), variable( space)), data( a/d))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r1.4.3.0.1,"1.4 Calculating occupant loads 1.4.3 Duplication shall be avoided by: a) Ensuring that, where people may be involved in more than one activity, they are counted only once","if( and( expression( function( has), atom( variable( space)), data( occupant)), expression( function( in), atom( relation( involvement), variable( occupant)), data( activity)), expression( function( greater than), expression( function( count), atom( variable( activity))), data( 1)))), then( and( obligation( expression( function( include), atom( relation( calculation), variable( occupant load)), data( occupant))), expression( function( is), atom( relation( instance), variable( occupant)), data( distinct))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r1.4.4.0.1,"1.4.4 Occupant load assessment shall take account of the actual arrangement and number of seats for fixed seating (see Paragraph 3.7.4). Where additional floor area abuts the fixed seating, additional occupants are permitted in that floor area based on standing space density (see Table 1.2), provided the escape route is not obstructed.","if( and( expression( function( define), expression( function( count), atom( relation( seat), variable( fixed seating))), data( s1)), expression( function( adjoin), atom( variable( space)), data( fixed seating)), expression( function( has), atom( variable( space)), data( occupant)), expression( function( define), atom( relation( occupant load), variable( space)), data( p2)), not( expression( function( is), atom( variable( escape route)), data( obstructed))))), then( and( obligation( expression( function( is), atom( relation( activity), variable( space)), data( standing))), obligation( expression( function( from), atom( variable( p2)), data( table))), obligation( expression( function( equal), atom( relation( key), variable( table)), data( t1.2))), obligation( expression( function( equal), atom( variable( occupant load)), data( s1+p2)))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r1.4.5.0.1,"1.4.5 The requirements of this Acceptable Solution account for the fact that other people may be present in the building or firecell and additional calculations are not required when an occupant load is derived by bed spaces (i.e. for risk groups SM and SI). 1.4.6 For the purposes of risk group SI the term ‘bed’ means the number of people that are under care or detention. It can include people on: a) Beds, or b) Recliner or lounge chairs, or c) Dentist chairs, or d) Treatment tables, or e) Any other furniture where an occupant may be for a period of treatment, in care or detention.","if( and( or( expression( function( is), atom( relation( activity), variable( space)), data( sleeping)), or( expression( function( is), atom( relation( risk group), variable( space)), data( sm)), expression( function( is), atom( relation( risk group), variable( space)), data( si)))), expression( function( define), expression( function( count), atom( variable( bed))), data( b)), or( expression( function( include), atom( variable( bed)), data( recliner)), expression( function( include), atom( variable( bed)), data( lounge chair)), expression( function( include), atom( variable( bed)), data( dentist chair)), expression( function( include), atom( variable( bed)), data( treatment table)), expression( function( include), atom( variable( bed)), data( treatment furniture))), expression( function( is), atom( variable( b)), data( occupant load)), expression( function( for), atom( variable( b)), data( fire safety design)), expression( function( define), expression( function( count), atom( relation( occupant), variable( space))), data( p)))), then( and( expression( function( equal), atom( relation( occupant load), variable( space)), data( b)), obligation( not( expression( function( is), atom( variable( p)), data( calculated))))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r1.4.6.0.1,"1.4.6 For the purposes of risk group SI the term 'bed' means the number of people that are under care or detention. It can include people on: a) Beds, or b) Recliner or lounge chairs, or c) Dentist chairs, or d) Treatment tables, or e) Any other furniture where an occupant may be for a period of treatment, in care or detention.","if( and( or( expression( function( is), atom( relation( activity), variable( space)), data( sleeping)), expression( function( is), atom( relation( risk group), variable( space)), data( si))), expression( function( define), expression( function( count), atom( variable( bed))), data( b)), or( expression( function( include), atom( variable( bed)), data( recliner)), expression( function( include), atom( variable( bed)), data( lounge chair)), expression( function( include), atom( variable( bed)), data( dentist chair)), expression( function( include), atom( variable( bed)), data( treatment table)), expression( function( include), atom( variable( bed)), data( treatment furniture))))), then( and( obligation( expression( function( is), atom( variable( b)), data( occupant load))), expression( function( for), atom( variable( b)), data( fire safety design))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r1.4.7.0.1,"1.4.7 If, in a particular situation, the occupant load derived from Table 1.2 is clearly more than that which will occur, the basis of any proposal for a lesser occupant load shall be substantiated to the building consent authority.","if( and( expression( function( define), atom( variable( occupant load density)), data( d2)), expression( function( from), atom( variable( d2)), data( table)), expression( function( equal), atom( relation( key), variable( table)), data( t1.2)), expression( function( define), atom( relation( occupant load), variable( space)), data( d1)), or( expression( function( is), atom( variable( d1)), data( actual)), expression( function( is), atom( variable( d1)), data( expected))), expression( function( greater than), atom( variable( d2)), data( d1)), expression( function( for), atom( variable( d1)), data( fire safety design)))), then( obligation( expression( function( is), atom( variable( d1)), data( justified))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r1.4.8.0.1,"1.4.8 If the maximum occupant load is greater than that calculated from Table 1.2, the higher number shall be used as the basis for the fire safety design and will need to be justified to the building consent authority.","if( and( expression( function( define), atom( variable( occupant load density)), data( d2)), expression( function( from), atom( variable( d2)), data( table)), expression( function( equal), atom( relation( key), variable( table)), data( t1.2)), expression( function( define), atom( relation( occupant load), variable( space)), data( d1)), or( expression( function( is), atom( variable( d1)), data( actual)), expression( function( is), atom( variable( d1)), data( expected))), expression( function( greater than), atom( variable( d1)), data( d2)))), then( and( obligation( expression( function( for), atom( variable( d1)), data( fire safety design))), obligation( expression( function( is), atom( variable( d1)), data( justified)))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r2.1.1.0.1,2.1.1 The floor area of firecells shall be limited in accordance with Table 2.1.,"if( expression( function( is), atom( variable( space)), data( firecell))), then( and( obligation( expression( function( comply with), atom( relation( floor area), variable( firecell)), data( table))), obligation( expression( function( equal), atom( relation( key), variable( table)), data( t2.1)))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r2.2.1.0.5,A direct connection to Fire and Emergency New Zealand is not required if automatic heat or smoke detection systems are provided in addition to the systems required by this Acceptable Solution.,"if( and( expression( function( is), atom( relation( fire safety system), variable( space)), data( supplementary)), expression( function( is), atom( relation( type), variable( fire safety system)), data( detection)), expression( function( is), atom( relation( method), variable( detection)), data( automatic)), or( expression( function( is), atom( relation( type), variable( detection)), data( heat)), expression( function( is), atom( relation( type), variable( detection)), data( smoke))))), then( obligation( not( expression( function( has), atom( variable( fire safety system)), data( fire service direct connection)))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r2.2.2.0.a.1,"a) In single storey early childhood centres, dedicated sleeping areas shall be protected with supplementary smoke detectors. The alarm system and any smoke detection system shall comply with NZS 4512.","if( and( expression( function( is), atom( relation( activity), variable( space)), data( early childhood)), expression( function( equal), expression( function( count), atom( variable( building storey))), data( 1)), expression( function( is), atom( relation( activity), variable( space)), data( sleeping)))), then( expression( rulestatement( expression( function( is), expression( function( for each), atom( relation( activity), variable( space))), data( sleeping))), appliedstatement( and( obligation( expression( function( has), atom( variable( space)), data( smoke detector))), obligation( expression( function( is), atom( variable( smoke detector)), data( supplementary))), obligation( expression( function( comply with), atom( variable( smoke detector)), data( nzs4512)))))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r2.2.2.0.b.1,"2.2.2 In addition to Paragraph 2.2.1, the fire safety systems required for firecells in early childhood centres shall be as follows: Where the escape height of the early childhood centre is greater than 2.0 m, a Type 7 system shall be installed throughout the building.","if( and( expression( function( is), atom( relation( activity), variable( space)), data( early childhood)), expression( function( greater than), atom( relation( escape height), variable( space)), data( baseunit( kind( metre)), value( 2.0))))), then( obligation( expression( function( is), atom( relation( fire safety system), variable( building)), data( type7))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r2.2.2.0.c.1,"2.2.2 In addition to Paragraph 2.2.1, the fire safety systems required for firecells in early childhood centres shall be as follows: If the early childhood centre is not located on the ground floor at least two separate places of safety shall be provided. Each place of safety shall be separated with fire separations designed to the property rating and have direct access to a safe path or final exit.","if( and( expression( function( is), atom( relation( activity), variable( space)), data( early childhood)), expression( function( define), atom( relation( elevation), variable( ground level)), data( elev1)), expression( function( greater than), atom( relation( elevation), variable( space)), data( elev1)))), then( and( obligation( expression( function( greater than equal), expression( function( count), atom( variable( place of safety))), data( 2))), obligation( expression( function( has), atom( variable( place of safety)), data( fire resistance rating))), obligation( expression( function( is), atom( relation( frr type), variable( fire resistance rating)), data( property rating))), or( obligation( expression( function( to), atom( relation( direct access), variable( place of safety)), data( safe path))), obligation( expression( function( to), atom( relation( direct access), variable( place of safety)), data( final exit))))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r2.2.4.0.1,"2.2.4 For risk group VP firecells that require a fire sprinkler system (refer to Table 2.2d), the fire sprinkler system does not need to be extended throughout the remainder of the building where the risk group VP firecells are fire separated from the adjacent firecells. The fire separation between adjacent firecells is required to be provided with the greater of the property rating of the adjacent firecells (refer to Table 2.4).","if( and( expression( function( is), atom( relation( risk group), variable( space)), data( vp)), expression( function( is), atom( variable( space)), data( firecell)), obligation( expression( function( has), atom( variable( firecell)), data( fire sprinkler system))), obligation( expression( function( as per), atom( relation( fire sprinkler system), variable( firecell)), data( table))), expression( function( equal), atom( relation( key), variable( table)), data( t2.2d)), expression( function( has), atom( variable( space)), data( fire separation)), expression( function( to), atom( variable( fire separation)), data( adjacent space)))), then( and( permission( not( expression( function( throughout), atom( relation( installation), variable( fire sprinkler system)), data( building)))), obligation( expression( function( define), expression( function( max), atom( relation( property rating), variable( adjacent space))), data( p))), obligation( expression( function( is), atom( relation( property rating), variable( fire separation)), data( p)))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r2.2.6.0.1,"2.2.6 Where fire separations are not needed between different risk groups on the same floor level, the fire safety systems adopted for the firecell shall be those of the primary risk group (as defined in Paragraph 1.2.2).","if( and( expression( function( has), atom( variable( building storey)), data( risk group)), expression( function( greater than), expression( function( count), atom( relation( risk group), variable( building storey))), data( 1)), obligation( not( expression( function( has), atom( variable( risk group)), data( fire separation)))))), then( obligation( expression( function( for), atom( relation( type), variable( fire safety system)), data( primary risk group))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r2.2.8.0.1,2.2.8 The alarm systems required in a building shall be configured to alert all building occupants in the event of fire,"if( and( obligation( expression( function( has), atom( variable( building)), data( fire alarm system))), expression( function( is), atom( relation( activation), variable( fire alarm system)), data( true)), expression( function( has), atom( variable( fire alarm system)), data( alerting device)))), then( and( obligation( expression( function( reach), atom( relation( output), variable( alerting device)), data( occupant))), expression( function( is), atom( relation( type), variable( occupant)), data( all))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r2.2.9.0.1,2.2.9 In risk group SI alerting all building occupants in the event of fire is not required where it is deemed appropriate to alert management and staff without notifying other occupants.,"if( and( expression( function( is), atom( relation( type), variable( risk group)), data( si)), expression( function( has), atom( variable( building)), data( fire alarm system)), expression( function( has), atom( variable( fire alarm system)), data( alerting device)), obligation( expression( function( reach), atom( relation( output), variable( alerting device)), data( occupant))), obligation( expression( function( is), atom( relation( type), variable( occupant)), data( staff))))), then( and( permission( expression( function( reach), atom( relation( output), variable( alerting device)), data( occupant))), permission( expression( function( is), atom( relation( type), variable( occupant)), data( all)))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r2.3.1.0.1,"2.3.1 Unless explicitly stated otherwise in this Acceptable Solution, the fire resistance ratings (FRRs) that apply for each risk group shall be in accordance with Table 2.4.","if( and( not( expression( function( has), atom( relation( fire resistance rating), variable( risk group)), data( exception))), expression( function( in), atom( variable( exception)), data( nzbc cas2)))), then( and( obligation( expression( function( comply with), atom( relation( fire resistance rating), variable( risk group)), data( table))), expression( function( equal), atom( relation( key), variable( table)), data( t2.4))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r2.3.2.0.1,2.3.2 Structural elements in a single storey building need not be fire rated if FRRs are not required for any other reason.,"if( and( expression( function( equal), expression( function( count), atom( variable( building storey))), data( 1)), not( expression( function( is), atom( variable( fire resistance rating)), data( required))))), then( permission( not( expression( function( is), atom( relation( element), variable( structural)), data( fire rated)))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r2.3.3.0.1,"2.3 Fire resistance ratings 2.3.3 If there is more than one risk group on one floor in the building, the highest required FRR shall be applied to common spaces and shared escape routes for that floor level.","if( and( expression( function( greater than), expression( function( count), atom( relation( risk group), variable( building storey))), data( 1)), expression( rulestatement( expression( function( in), expression( function( for each), atom( variable( risk group))), data( building storey))), appliedstatement( expression( function( define), expression( function( max), atom( relation( fire resistance rating), variable( risk group))), data( frr)))), or( expression( function( is), atom( relation( type), variable( space)), data( common)), expression( function( is), atom( relation( type), variable( space)), data( shared escape route))))), then( obligation( expression( function( is), atom( relation( fire resistance rating), variable( space)), data( frr))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r2.3.4.0.1,2.3 Fire resistance ratings 2.3.4 FRRs shall apply to the sides of primary elements and secondary elements which are exposed to fire.,"if( and( expression( function( has), expression( function( side of), atom( relation( element), variable( building))), data( exposure)), expression( function( is), atom( relation( type), variable( exposure)), data( fire)))), then( obligation( expression( function( has), expression( function( side of), atom( relation( element), variable( building))), data( fire resistance rating))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r2.3.6.0.1,2.3 Fire resistance ratings 2.3.6 Floors shall have an FRR for exposure from the underside.,"if( expression( function( is), atom( relation( element), variable( building)), data( floor))), then( obligation( expression( function( has), expression( function( underside of), atom( variable( floor))), data( fire resistance rating))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r2.3.7.0.1,2.3 Fire resistance ratings 2.3.7 The FRR of a primary element integral with a fire separation shall be no less than that of the fire separation.,"if( and( expression( function( is), atom( relation( element), variable( building)), data( primary)), expression( function( integral with), atom( relation( element), variable( building)), data( fire separation)), expression( function( define), atom( relation( fire resistance rating), variable( fire separation)), data( frr)))), then( obligation( expression( function( greater than equal), atom( relation( element), variable( fire resistance rating)), data( frr))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r3.1.1.0.1,3.1.1 All buildings shall have means of escape from fire which include escape routes. An escape route (see Figure 3.1) shall provide protection to any occupant escaping to a safe place from a fire within a building.,"if( and( expression( function( in), atom( variable( fire)), data( building)), expression( function( has), atom( variable( building)), data( occupant)))), then( and( obligation( expression( function( has), atom( variable( occupant)), data( means of escape))), obligation( expression( function( include), atom( variable( means of escape)), data( escape route))), obligation( expression( function( to), atom( variable( escape route)), data( safe place)))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r3.1.2.0.1,"3.1.2 The components of an escape route, in ascending order of protection, are the: a) Open paths, and b) Exitways (these may comprise of smoke lobbies and safe paths), and c) Final exits (see Figure 3.1).","if( and( and( expression( function( include), atom( relation( component), variable( escape route)), data( open path)), expression( function( include), atom( relation( component), variable( escape route)), data( exitway)), expression( function( include), atom( relation( component), variable( escape route)), data( final exit))), expression( function( define), atom( relation( degree of protection), variable( open path)), data( p1)), expression( function( define), atom( relation( degree of protection), variable( exitways)), data( p2)), expression( function( define), atom( relation( degree of protection), variable( final exit)), data( p3)))), then( and( obligation( expression( function( less than), atom( variable( p1)), data( p2))), obligation( expression( function( less than), atom( variable( p2)), data( p3))), expression( function( greater than), expression( function( count), atom( relation( component), variable( escape route))), data( 1))))"
