file,number,text,lrml
lrml/NZ_NZBC-CAS2#1.1.lrml,r1.1.1.0.5,It covers buildings or parts of buildings where people: Work (WB),"if(or(or(expr(fun(is),atom(rel(activity),var(building)),data(business)),expr(fun(is),atom(rel(activity),var(building)),data(professionalService)),expr(fun(is),atom(rel(activity),var(building)),data(industrial))),expr(fun(equal),atom(rel(riskGroup),var(building)),data(WB)))),then(obligation(expr(fun(complyWith),atom(rel(fireProtection),var(building)),data(thisDocument))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r1.1.1.0.6,It covers buildings or parts of buildings where people: Store goods and other materials (WS),"if(or(or(expr(fun(is),atom(rel(activity),var(building)),data(storage)),expr(fun(is),atom(rel(activity),var(building)),data(tradeService))),expr(fun(equal),atom(rel(riskGroup),var(building)),data(WS)))),then(obligation(expr(fun(complyWith),atom(rel(fireProtection),var(building)),data(thisDocument))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r1.1.1.0.7,It covers buildings or parts of buildings where people: Park vehicles (VP).,"if(or(expr(fun(is),atom(rel(activity),var(building)),data(vehicleParking)),expr(fun(equal),atom(rel(riskGroup),var(building)),data(VP)))),then(obligation(expr(fun(complyWith),atom(rel(fireProtection),var(building)),data(thisDocument))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r1.2.2.0.1,"1.2.2 If a building contains a number of different activities which individually may be categorised in different risk groups, the risk group designated for a particular firecell within a building shall be that of the primary risk group.","if(and(expr(fun(greaterThan),expr(fun(count),atom(rel(activity),var(building))),data(1)),expr(rulestatement(expr(fun(in),expr(fun(max),atom(var(activity))),data(building))),appliedstatement(expr(fun(define),atom(rel(stringency),var(riskGroup)),data(primaryRiskGroup)))))),then(obligation(expr(fun(is),atom(rel(riskGroup),var(building)),data(primaryRiskGroup))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r1.2.2.0.2,"If a building contains a number of different activities which individually may be categorised in different risk groups, the risk group designated for a particular firecell within a building shall be that of the primary risk group.","if(and(expr(fun(greaterThan),expr(fun(count),atom(rel(activity),var(firecell))),data(1)),expr(rulestatement(expr(fun(in),expr(fun(max),atom(var(activity))),data(firecell))),appliedstatement(expr(fun(define),atom(rel(stringency),var(riskGroup)),data(primaryRiskGroup)))))),then(obligation(expr(fun(is),atom(rel(riskGroup),var(firecell)),data(primaryRiskGroup))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r1.2.2.0.3,"1.2.2 If a building contains a number of different activities which individually may be categorised in different risk groups, the risk group designated for a particular firecell within a building shall be that of the primary risk group.","if(and(expr(fun(greaterThan),expr(fun(count),atom(rel(activity),var(space))),data(1)),expr(rulestatement(expr(fun(in),expr(fun(max),atom(var(activity))),data(space))),appliedstatement(expr(fun(define),atom(rel(stringency),var(riskGroup)),data(primaryRiskGroup)))))),then(obligation(expr(fun(is),atom(rel(riskGroup),var(space)),data(primaryRiskGroup))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r1.2.2.0.4,"Other risk groups may be able to be incorporated within the same space provided these are ancillary to, and support, the primary risk groups.","if(and(expr(fun(is),atom(rel(activity),var(space)),data(ancillary)),expr(fun(partOf),atom(var(space)),data(firecell)),expr(fun(is),atom(rel(riskGroup),var(firecell)),data(primaryRiskGroup)))),then(obligation(expr(fun(equal),atom(rel(riskGroup),var(space)),data(primaryRiskGroup))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r1.2.3.0.1,"1.2.3 Depending on the particular building and the uses or activities within that building, there may be several primary risk groups, with one or more on each floor.","if(expr(fun(has),atom(var(building)),data(primaryRiskGroup))),then(permission(expr(fun(greaterThan),expr(fun(count),atom(var(primaryRiskGroup))),data(1))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r1.4.1.0.1,"1.4.1 The occupant load shall be determined from the risk group and number of people in each space of the building The occupant load may need to be evaluated not only for each risk group but also for: a) A space or open floor area involving one or more activities, and b) A floor containing more than one risk group, and c) A single firecell, and d) Each floor within a firecell.","if(or(expr(rulestatement(expr(fun(in),expr(fun(forEach),atom(var(buildingStorey))),data(firecell))),appliedstatement(and(expr(fun(define),expr(fun(count),atom(rel(occupant),var(space))),data(p1)),expr(fun(define),atom(rel(riskGroup),var(space)),data(rg1)),expr(fun(include),atom(var(space)),data(openFloorArea)),expr(fun(greaterThan),expr(fun(count),atom(rel(activities),var(space))),data(1))))),expr(rulestatement(expr(fun(in),expr(fun(forEach),atom(var(space))),data(firecell))),appliedstatement(and(expr(fun(define),expr(fun(count),atom(rel(occupant),var(space))),data(p2)),expr(fun(define),atom(rel(riskGroup),var(space)),data(rg2)),expr(fun(include),atom(var(space)),data(openFloorArea)),expr(fun(greaterThan),expr(fun(count),atom(rel(activities),var(space))),data(1))))))),then(and(obligation(expr(fun(include),atom(rel(calculation),var(occupantLoad)),data(p1))),obligation(expr(fun(include),atom(rel(calculation),var(occupantLoad)),data(p2))),obligation(expr(fun(include),atom(rel(calculation),var(occupantLoad)),data(rg1))),obligation(expr(fun(include),atom(rel(calculation),var(occupantLoad)),data(rg2)))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r1.4.2.0.1,1.4.2 Occupant loads shall be calculated from the occupant densities given in Table 1.2 based on the floor area of the part of the building housing the activity.,"if(and(expr(fun(define),atom(rel(floorArea),var(space)),data(A)),expr(fun(define),atom(var(occupantLoadDensity)),data(d)),obligation(expr(fun(from),atom(var(d)),data(table))),obligation(expr(fun(equal),atom(rel(key),var(table)),data(t_1.2))))),then(obligation(expr(fun(equal),atom(rel(occupantLoad),var(space)),data(A/d))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r1.4.3.0.1,"1.4.3 Duplication shall be avoided by: a) Ensuring that, where people may be involved in more than one activity, they are counted only once, and b) Not including an occupant load for exitways, or for the occupant load determined for areas such as lift lobbies or sanitary facilities that are used intermittently by people already counted elsewhere in the building. Fixed seating","if(and(expr(fun(has),atom(var(space)),data(occupant)),not(expr(fun(is),atom(rel(use),var(space)),data(intermittent))))),then(and(obligation(expr(fun(in),atom(rel(occupant),var(space)),data(building))),expr(fun(define),atom(rel(occupantLoad),var(space)),data(p1)),obligation(expr(fun(for),atom(var(p1)),data(fireSafetyDesign)))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r1.4.4.0.1,"1.4.4 Occupant load assessment shall take account of the actual arrangement and number of seats for fixed seating (see Paragraph 3.7.4). Where additional floor area abuts the fixed seating, additional occupants are permitted in that floor area based on standing space density, provided the escape route is not obstructed.","if(and(expr(fun(define),expr(fun(count),atom(rel(seat),var(fixedSeating))),data(s1)),expr(fun(adjoin),atom(var(space)),data(fixedSeating)),expr(fun(has),atom(var(space)),data(occupant)),expr(fun(define),atom(rel(occupantLoad),var(space)),data(p2)),not(expr(fun(is),atom(var(escapeRoute)),data(obstructed))))),then(and(obligation(expr(fun(is),atom(rel(activity),var(space)),data(standing))),obligation(expr(fun(from),atom(var(p2)),data(table))),obligation(expr(fun(equal),atom(rel(key),var(table)),data(t_1.2))),obligation(expr(fun(equal),atom(var(occupantLoad)),data(s1+p2)))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r1.4.5.0.1,1.4.5 The requirements of this Acceptable Solution account for the fact that other people may be present in the building or firecell and additional calculations are not required when an occupant load is derived by bed spaces (i.e. for risk groups SM and SI).,"if(and(or(expr(fun(is),atom(rel(activity),var(space)),data(sleeping)),or(expr(fun(is),atom(rel(riskGroup),var(space)),data(SM)),expr(fun(is),atom(rel(riskGroup),var(space)),data(SI)))),expr(fun(define),expr(fun(count),atom(var(bed))),data(b)),or(expr(fun(include),atom(var(bed)),data(recliner)),expr(fun(include),atom(var(bed)),data(loungeChair)),expr(fun(include),atom(var(bed)),data(dentistChair)),expr(fun(include),atom(var(bed)),data(treatmentTable)),expr(fun(include),atom(var(bed)),data(treatmentFurniture))),expr(fun(is),atom(var(b)),data(occupantLoad)),expr(fun(for),atom(var(b)),data(fireSafetyDesign)),expr(fun(define),expr(fun(count),atom(rel(occupant),var(space))),data(p)))),then(and(expr(fun(equal),atom(rel(occupantLoad),var(space)),data(b)),obligation(not(expr(fun(is),atom(var(p)),data(calculated))))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r1.4.6.0.1,"1.4.6 For the purposes of risk group SI the term 'bed' means the number of people that are under care or detention. It can include people on: a) Beds, or b) Recliner or lounge chairs, or c) Dentist chairs, or d) Treatment tables, or e) Any other furniture where an occupant may be for a period of treatment, in care or detention.","if(and(or(expr(fun(is),atom(rel(activity),var(space)),data(sleeping)),expr(fun(is),atom(rel(riskGroup),var(space)),data(SI))),expr(fun(define),expr(fun(count),atom(var(bed))),data(b)),or(expr(fun(include),atom(var(bed)),data(recliner)),expr(fun(include),atom(var(bed)),data(loungeChair)),expr(fun(include),atom(var(bed)),data(dentistChair)),expr(fun(include),atom(var(bed)),data(treatmentTable)),expr(fun(include),atom(var(bed)),data(treatmentFurniture))))),then(and(obligation(expr(fun(is),atom(var(b)),data(occupantLoad))),expr(fun(for),atom(var(b)),data(fireSafetyDesign))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r1.4.7.0.1,"1.4.7 If, in a particular situation, the occupant load derived from Table 1.2 is clearly more than that which will occur, the basis of any proposal for a lesser occupant load shall be substantiated to the building consent authority.","if(and(expr(fun(define),atom(var(occupantLoadDensity)),data(d2)),expr(fun(from),atom(var(d2)),data(table)),expr(fun(equal),atom(rel(key),var(table)),data(t_1.2)),expr(fun(define),atom(rel(occupantLoad),var(space)),data(d1)),or(expr(fun(is),atom(var(d1)),data(actual)),expr(fun(is),atom(var(d1)),data(expected))),expr(fun(greaterThan),atom(var(d2)),data(d1)),expr(fun(for),atom(var(d1)),data(fireSafetyDesign)))),then(obligation(expr(fun(is),atom(var(d1)),data(justified))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r1.4.8.0.1,"1.4.8 If the maximum occupant load is greater than that calculated from Table 1.2, the higher number shall be used as the basis for the fire safety design and will need to be justified to the building consent authority.","if(and(expr(fun(define),atom(var(occupantLoadDensity)),data(d2)),expr(fun(from),atom(var(d2)),data(table)),expr(fun(equal),atom(rel(key),var(table)),data(t_1.2)),expr(fun(define),atom(rel(occupantLoad),var(space)),data(d1)),or(expr(fun(is),atom(var(d1)),data(actual)),expr(fun(is),atom(var(d1)),data(expected))),expr(fun(greaterThan),atom(var(d1)),data(d2)))),then(and(obligation(expr(fun(for),atom(var(d1)),data(fireSafetyDesign))),obligation(expr(fun(is),atom(var(d1)),data(justified)))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r2.1.1.0.1,2.1.1 The floor area of firecells shall be limited in accordance with Table 2.1.,"if(expr(fun(is),atom(var(space)),data(firecell))),then(and(obligation(expr(fun(complyWith),atom(rel(floorArea),var(firecell)),data(table))),obligation(expr(fun(equal),atom(rel(key),var(table)),data(t_2.1)))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r2.2.1.0.5,A direct connection to Fire and Emergency New Zealand is not required if automatic heat or smoke detection systems are provided in addition to the systems required by this Acceptable Solution.,"if(and(expr(fun(is),atom(rel(fireSafetySystem),var(space)),data(supplementary)),expr(fun(is),atom(rel(type),var(fireSafetySystem)),data(detection)),expr(fun(is),atom(rel(method),var(detection)),data(automatic)),or(expr(fun(is),atom(rel(type),var(detection)),data(heat)),expr(fun(is),atom(rel(type),var(detection)),data(smoke))))),then(obligation(not(expr(fun(has),atom(var(fireSafetySystem)),data(fireServiceDirectConnection)))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r2.2.2.0.a.1,"a) In single storey early childhood centres, dedicated sleeping areas shall be protected with supplementary smoke detectors. The alarm system and any smoke detection system shall comply with NZS 4512.","if(and(expr(fun(is),atom(rel(activity),var(space)),data(earlyChildhood)),expr(fun(equal),expr(fun(count),atom(var(buildingStorey))),data(1)),expr(fun(is),atom(rel(activity),var(space)),data(sleeping)))),then(expr(rulestatement(expr(fun(is),expr(fun(forEach),atom(rel(activity),var(space))),data(sleeping))),appliedstatement(and(obligation(expr(fun(has),atom(var(space)),data(smokeDetector))),obligation(expr(fun(is),atom(var(smokeDetector)),data(supplementary))),obligation(expr(fun(complyWith),atom(var(smokeDetector)),data(nzs_4512)))))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r2.2.2.0.b.1,"2.2.2 In addition to Paragraph 2.2.1, the fire safety systems required for firecells in early childhood centres shall be as follows: Where the escape height of the early childhood centre is greater than 2.0 m, a Type 7 system shall be installed throughout the building.","if(and(expr(fun(is),atom(rel(activity),var(space)),data(earlyChildhood)),expr(fun(greaterThan),atom(rel(escapeHeight),var(space)),data(baseUnit(kind(metre)),value(2.0))))),then(obligation(expr(fun(is),atom(rel(fireSafetySystem),var(building)),data(type7))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r2.2.2.0.c.1,"2.2.2 In addition to Paragraph 2.2.1, the fire safety systems required for firecells in early childhood centres shall be as follows: If the early childhood centre is not located on the ground floor at least two separate places of safety shall be provided. Each place of safety shall be separated with fire separations designed to the property rating and have direct access to a safe path or final exit.","if(and(expr(fun(is),atom(rel(activity),var(space)),data(earlyChildhood)),expr(fun(define),atom(rel(elevation),var(groundLevel)),data(elev1)),expr(fun(greaterThan),atom(rel(elevation),var(space)),data(elev1)))),then(and(obligation(expr(fun(greaterThanEqual),expr(fun(count),atom(var(placeOfSafety))),data(2))),obligation(expr(fun(has),atom(var(placeOfSafety)),data(fireResistanceRating))),obligation(expr(fun(is),atom(rel(frrType),var(fireResistanceRating)),data(propertyRating))),or(obligation(expr(fun(to),atom(rel(directAccess),var(placeOfSafety)),data(safePath))),obligation(expr(fun(to),atom(rel(directAccess),var(placeOfSafety)),data(finalExit))))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r2.2.4.0.1,"2.2.4 For risk group VP firecells that require a fire sprinkler system (refer to Table 2.2d), the fire sprinkler system does not need to be extended throughout the remainder of the building where the risk group VP firecells are fire separated from the adjacent firecells. The fire separation between adjacent firecells is required to be provided with the greater of the property rating of the adjacent firecells (refer to Table 2.4).","if(and(expr(fun(is),atom(rel(riskGroup),var(space)),data(VP)),expr(fun(is),atom(var(space)),data(firecell)),obligation(expr(fun(has),atom(var(firecell)),data(fireSprinklerSystem))),obligation(expr(fun(complyWith),atom(rel(fireSafetySystem),var(firecell)),data(table))),expr(fun(equal),atom(rel(key),var(table)),data(t_2.2.d)))),then(and(permission(not(expr(fun(throughout),atom(rel(installation),var(fireSprinklerSystem)),data(building)))),obligation(expr(fun(is),atom(rel(type),var(fireResistanceRating)),data(propertyRating)))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r2.2.6.0.1,"2.2.6 Where fire separations are not needed between different risk groups on the same floor level, the fire safety systems adopted for the firecell shall be those of the primary risk group (as defined in Paragraph 1.2.2).","if(and(expr(fun(has),atom(var(buildingStorey)),data(riskGroup)),expr(fun(greaterThan),expr(fun(count),atom(rel(riskGroup),var(buildingStorey))),data(1)),obligation(not(expr(fun(has),atom(var(riskGroup)),data(fireSeparation)))))),then(obligation(expr(fun(for),atom(rel(type),var(fireSafetySystem)),data(primaryRiskGroup))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r2.2.8.0.1,2.2.8 The alarm systems required in a building shall be configured to alert all building occupants in the event of fire,"if(and(obligation(expr(fun(has),atom(var(building)),data(fireAlarmSystem))),expr(fun(is),atom(rel(activation),var(fireAlarmSystem)),data(true)),expr(fun(has),atom(var(fireAlarmSystem)),data(alertingDevice)))),then(and(obligation(expr(fun(reach),atom(rel(output),var(alertingDevice)),data(occupant))),expr(fun(is),atom(rel(type),var(occupant)),data(all))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r2.2.9.0.1,2.2.9 In risk group SI alerting all building occupants in the event of fire is not required where it is deemed appropriate to alert management and staff without notifying other occupants.,"if(and(expr(fun(is),atom(rel(type),var(riskGroup)),data(SI)),expr(fun(has),atom(var(building)),data(fireAlarmSystem)),expr(fun(has),atom(var(fireAlarmSystem)),data(alertingDevice)),obligation(expr(fun(reach),atom(rel(output),var(alertingDevice)),data(occupant))),obligation(expr(fun(is),atom(rel(type),var(occupant)),data(staff))))),then(and(permission(expr(fun(reach),atom(rel(output),var(alertingDevice)),data(occupant))),permission(expr(fun(is),atom(rel(type),var(occupant)),data(all)))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r2.3.1.0.1,"2.3.1 Unless explicitly stated otherwise in this Acceptable Solution, the fire resistance ratings (FRRs) that apply for each risk group shall be in accordance with Table 2.4.","if(not(expr(fun(complyWith),atom(rel(fireResistanceRating),var(riskGroup)),data(other)))),then(and(obligation(expr(fun(complyWith),atom(rel(fireResistanceRating),var(riskGroup)),data(table))),expr(fun(equal),atom(rel(key),var(table)),data(t_2.4))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r2.3.2.0.1,2.3.2 Structural elements in a single storey building need not be fire rated if FRRs are not required for any other reason.,"if(and(expr(fun(equal),expr(fun(count),atom(var(buildingStorey))),data(1)),not(expr(fun(is),atom(var(fireResistanceRating)),data(required))))),then(permission(not(expr(fun(is),atom(rel(element),var(structural)),data(fireRated)))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r2.3.3.0.1,"2.3.3 If there is more than one risk group on one floor in the building, the highest required FRR shall be applied to common spaces and shared escape routes for that floor level.","if(and(expr(fun(greaterThan),expr(fun(count),atom(rel(riskGroup),var(buildingStorey))),data(1)),expr(rulestatement(expr(fun(in),expr(fun(forEach),atom(var(riskGroup))),data(buildingStorey))),appliedstatement(expr(fun(define),expr(fun(max),atom(rel(fireResistanceRating),var(riskGroup))),data(frr)))),or(expr(fun(is),atom(rel(type),var(space)),data(common)),expr(fun(is),atom(rel(type),var(space)),data(sharedEscapeRoute))))),then(obligation(expr(fun(is),atom(rel(fireResistanceRating),var(space)),data(frr))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r2.3.4.0.1,2.3.4 FRRs shall apply to the sides of primary elements and secondary elements which are exposed to fire.,"if(and(expr(fun(has),expr(fun(sideOf),atom(rel(element),var(building))),data(exposure)),expr(fun(is),atom(rel(type),var(exposure)),data(fire)))),then(obligation(expr(fun(has),expr(fun(sideOf),atom(rel(element),var(building))),data(fireResistanceRating))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r2.3.6.0.1,2.3.6 Floors shall have an FRR for exposure from the underside.,"if(expr(fun(is),atom(rel(element),var(building)),data(floor))),then(obligation(expr(fun(has),expr(fun(undersideOf),atom(var(floor))),data(fireResistanceRating))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r2.3.7.0.1,2.3.7 The FRR of a primary element integral with a fire separation shall be no less than that of the fire separation.,"if(and(expr(fun(is),atom(rel(element),var(building)),data(primary)),expr(fun(integralWith),atom(rel(element),var(building)),data(fireSeparation)),expr(fun(define),atom(rel(fireResistanceRating),var(fireSeparation)),data(frr)))),then(obligation(expr(fun(greaterThanEqual),atom(rel(element),var(fireResistanceRating)),data(frr))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r2.3.11.0.1,2.3.11 Structural framing members connected to building elements with an FRR shall be rated at no less than the building elements to which they are connected. Alternatively their connections and supports shall be designed so that their collapse during fire will not cause collapse of the fire rated elements.,"then(obligation(expr(fun(greaterThanEqual),atom(rel(fireResistanceRating),var(structuralFramingMember)),data(frr))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r3.1.1.0.1,3.1.1 All buildings shall have means of escape from fire which include escape routes. An escape route (see Figure 3.1) shall provide protection to any occupant escaping to a safe place from a fire within a building.,"if(and(expr(fun(in),atom(var(fire)),data(building)),expr(fun(has),atom(var(building)),data(occupant)))),then(and(obligation(expr(fun(has),atom(var(occupant)),data(meansOfEscape))),obligation(expr(fun(include),atom(var(meansOfEscape)),data(escapeRoute))),obligation(expr(fun(to),atom(var(escapeRoute)),data(safePlace)))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r3.1.2.0.1,"3.1.2 The components of an escape route, in ascending order of protection, are the: a) Open paths, and b) Exitways (these may comprise of smoke lobbies and safe paths), and c) Final exits (see Figure 3.1).","if(and(and(expr(fun(include),atom(rel(component),var(escapeRoute)),data(openPath)),expr(fun(include),atom(rel(component),var(escapeRoute)),data(exitway)),expr(fun(include),atom(rel(component),var(escapeRoute)),data(finalExit))),expr(fun(define),atom(rel(degreeOfProtection),var(openPath)),data(p1)),expr(fun(define),atom(rel(degreeOfProtection),var(exitways)),data(p2)),expr(fun(define),atom(rel(degreeOfProtection),var(finalExit)),data(p3)))),then(and(obligation(expr(fun(lessThan),atom(var(p1)),data(p2))),obligation(expr(fun(lessThan),atom(var(p2)),data(p3))),expr(fun(greaterThan),expr(fun(count),atom(rel(component),var(escapeRoute))),data(1))))"
lrml/NZ_NZBC-CAS2#1.1.lrml,r3.1.2.0.2,"3.1.2 The components of an escape route, in ascending order of protection, are the: Exitways (these may comprise of smoke lobbies and safe paths)","if(expr(fun(is),atom(rel(component),var(escapeRoute)),data(exitway))),then(or(obligation(expr(fun(is),atom(var(exitway)),data(smokeLobby))),obligation(expr(fun(is),atom(var(exitway)),data(safePath))),and(obligation(expr(fun(is),atom(var(exitway)),data(smokeLobby))),obligation(expr(fun(is),atom(var(exitway)),data(safePath))))))"
